nama_sekolah ,kecamatan,kota_adminstrasi,jumlah_siswa,jumlah_guru,latitude,longitude
SDN Cikoko 03 Pg.,Pancoran,Jakarta Selatan,419,20,-6.246214,106.85347
SDN Pancoran 01 Pg.,Pancoran,Jakarta Selatan,363,17,-6.247253,106.847984
SDN Pancoran 10 Pg.,Pancoran,Jakarta Selatan,279,12,-6.2473,106.835701
SDN Pancoran 07 Pg.,Pancoran,Jakarta Selatan,240,11,-6.247445,106.836182
SDN Pancoran 05 Pg.,Pancoran,Jakarta Selatan,166,8,-6.247517,106.847961
SDN Pancoran 03 Pg.,Pancoran,Jakarta Selatan,185,8,-6.247607,106.848038
SDN Pancoran 08,Pancoran,Jakarta Selatan,309,12,-6.248605,106.83754
SDN Pengadegan 07,Pancoran,Jakarta Selatan,326,16,-6.25063,106.852905
SDN Duren Tiga 01 Pg.,Pancoran,Jakarta Selatan,308,13,-6.25383,106.840004
SDN Duren Tiga 05 Pg.,Pancoran,Jakarta Selatan,326,18,-6.254799,106.836823
SDN Duren Tiga 07 Pg.,Pancoran,Jakarta Selatan,163,10,-6.254919,106.828201
SDN Duren Tiga 09 Pg.,Pancoran,Jakarta Selatan,304,15,-6.25558,106.831787
SDN Duren Tiga 13 Pg.,Pancoran,Jakarta Selatan,355,18,-6.259149,106.834663
SDN Duren Tiga 14 Pg.,Pancoran,Jakarta Selatan,173,11,-6.259345,106.834709
SDN Rawajati 06 Pg.,Pancoran,Jakarta Selatan,144,10,-6.260243,106.852287
SDN Kalibata 07 Pg.,Pancoran,Jakarta Selatan,336,18,-6.260254,106.847359
SDN Rawajati 03 Pg.,Pancoran,Jakarta Selatan,384,16,-6.260931,106.856712
SDN Kalibata 04 Pg.,Pancoran,Jakarta Selatan,292,17,-6.260974,106.843422
SDN Rawajati 01 Pg.,Pancoran,Jakarta Selatan,324,17,-6.260974,106.843422
SDN Rawajati 05 Pg.,Pancoran,Jakarta Selatan,337,17,-6.261314,106.85701
SDN Rawajati 07 Pg.,Pancoran,Jakarta Selatan,291,13,-6.261902,106.858513
SDN Kalibata 11 Pg.,Pancoran,Jakarta Selatan,416,24,-6.26193,106.841835
SDN Rawajati 08 Pg.,Pancoran,Jakarta Selatan,343,16,-6.266115,106.853111
SDN Pejaten Timur 11 Pg.,Pasar Minggu,Jakarta Selatan,625,27,-6.16,106.5
SDN Pejaten Timur 17 Pg.,Pasar Minggu,Jakarta Selatan,194,7,-6.265686,106.846588
SDN Pejaten Timur 18 Pg.,Pasar Minggu,Jakarta Selatan,186,10,-6.265888,106.846977
SDN Pejaten Barat 12 Pg.,Pasar Minggu,Jakarta Selatan,263,12,-6.2687,106.840302
SDN Pejaten Timur 15 Pg.,Pasar Minggu,Jakarta Selatan,157,10,-6.269554,106.847961
SDN Pejaten Timur 05 Pg.,Pasar Minggu,Jakarta Selatan,355,15,-6.269832,106.837547
SDN Pejaten Barat 09 Pg.,Pasar Minggu,Jakarta Selatan,224,9,-6.273716,106.836327
SDN Pejaten Timur 07 Pg.,Pasar Minggu,Jakarta Selatan,452,19,-6.277201,106.846191
SDN Cilandak Timur 05 Pg.,Pasar Minggu,Jakarta Selatan,542,23,-6.284148,106.814392
SDN Jatipadang 01,Pasar Minggu,Jakarta Selatan,167,25,-6.284338,106.83696
SDN Jati Padang 05 Pg.,Pasar Minggu,Jakarta Selatan,469,21,-6.285674,106.835022
SDN Pasar Minggu 02 Pg.,Pasar Minggu,Jakarta Selatan,347,16,-6.286157,106.834679
SDN Ragunan 10 Pg.,Pasar Minggu,Jakarta Selatan,228,12,-6.29162,106.824287
SDN Pasar Minggu 04 Pg.,Pasar Minggu,Jakarta Selatan,274,12,-6.292007,106.838776
SDN Ragunan 01 Pg.,Pasar Minggu,Jakarta Selatan,595,31,-6.292425,106.82251
SDN Pejaten Timur 06 Pt.,Pasar Minggu,Jakarta Selatan,243,14,-6.2941,106.849297
SDN Pejaten Timur 01 Pg.,Pasar Minggu,Jakarta Selatan,346,16,-6.295812,106.844345
SDN Pasar Minggu 01 Pg.,Pasar Minggu,Jakarta Selatan,232,12,-6.2977,106.834297
SDN Pasar Minggu 03 Pg.,Pasar Minggu,Jakarta Selatan,248,11,-6.298683,106.834488
SDN Pasar Minggu 06 Pt.,Pasar Minggu,Jakarta Selatan,161,10,-6.298683,106.834488
SDN Ragunan 09 Pg.,Pasar Minggu,Jakarta Selatan,254,17,-6.300526,106.819946
SDN Ragunan 11 Pt.,Pasar Minggu,Jakarta Selatan,151,10,-6.300549,106.81974
SDN Cilandak Timur 03 Pg.,Pasar Minggu,Jakarta Selatan,470,30,-6.305376,106.812355
SDN Cilandak Timur 01 Pg.,Pasar Minggu,Jakarta Selatan,379,17,-6.306189,106.813507
SDN Cilandak Timur 02 Pt.,Pasar Minggu,Jakarta Selatan,356,15,-6.306189,106.813507
SDN Kebagusan 03 Pg.,Pasar Minggu,Jakarta Selatan,380,18,-6.307308,106.836433
SDN Baru 06 Pg.,Pasar Rebo,Jakarta Timur,323,15,-6.11924,106.510696
SDN Cijantung 02 Pg.,Pasar Rebo,Jakarta Timur,626,25,-6.19,106.510002
SDN Kalisari 01 Pg.,Pasar Rebo,Jakarta Timur,273,16,-6.2009,106.51017
SDN Kalisari 08 Pt.,Pasar Rebo,Jakarta Timur,261,11,-6.208763,106.511703
SDN Gedong 03,Pasar Rebo,Jakarta Timur,892,34,-6.296827,106.859062
SDN Gedong 10 Pg.,Pasar Rebo,Jakarta Timur,378,17,-6.296838,106.863304
SDN Gedong 05 Pg.,Pasar Rebo,Jakarta Timur,525,24,-6.297351,106.859169
SDN Gedong 08 Pg.,Pasar Rebo,Jakarta Timur,385,23,-6.30176,106.866524
SDN Gedong 11 Pg.,Pasar Rebo,Jakarta Timur,207,12,-6.301928,106.867004
SDN Cijantung 07 Pg.,Pasar Rebo,Jakarta Timur,558,23,-6.306298,106.866158
SDN Cijantung 06 Pg.,Pasar Rebo,Jakarta Timur,266,23,-6.3063,106.866203
SDN Cijantung 03 Pg.,Pasar Rebo,Jakarta Timur,385,19,-6.319372,106.851471
SDN Baru 01 Pg.,Pasar Rebo,Jakarta Timur,342,14,-6.320248,106.850479
SDN Baru 02 Pg.,Pasar Rebo,Jakarta Timur,405,16,-6.32092,106.850166
SDN Baru 07 Pg.,Pasar Rebo,Jakarta Timur,445,17,-6.321284,106.851227
SDN Baru 05 Pg.,Pasar Rebo,Jakarta Timur,316,12,-6.323862,106.852234
SDN Baru 03 Pg.,Pasar Rebo,Jakarta Timur,515,24,-6.324795,106.853813
SDN Cijantung 05 Pg.,Pasar Rebo,Jakarta Timur,311,15,-6.325088,10.856421
SDN Cijantung 01 Pg.,Pasar Rebo,Jakarta Timur,240,14,-6.325913,106.855942
SDN Cijantung 11 Pt.,Pasar Rebo,Jakarta Timur,189,9,-6.325913,106.855942
SDN Baru 08 Pg.,Pasar Rebo,Jakarta Timur,415,17,-6.328063,106.84761
SDN Kalisari 04 Pg.,Pasar Rebo,Jakarta Timur,302,12,-6.334044,106.852562
SDN Kalisari 05 Pg.,Pasar Rebo,Jakarta Timur,1058,43,-6.336865,16.854906
SDN Pekayon 01 Pg.,Pasar Rebo,Jakarta Timur,462,24,-6.340185,106.870033
SDN Pekayon 10 Pg.,Pasar Rebo,Jakarta Timur,397,19,-6.341362,106.860878
SDN Pekayon 03 Pg.,Pasar Rebo,Jakarta Timur,606,24,-6.345138,106.860352
SDN Pekayon 15 Pg.,Pasar Rebo,Jakarta Timur,402,18,-6.346334,106.85376
SDN Pekayon 12 Pg.,Pasar Rebo,Jakarta Timur,392,23,-6.351777,106.865471
SDN Kamal Muara 01 Pg.,Penjaringan,Jakarta Utara,668,33,-6.094195,106.720795
SDN Pluit 05 Pg.,Penjaringan,Jakarta Utara,639,24,-6.111789,106.770714
SDN Pluit 03 Pg.,Penjaringan,Jakarta Utara,632,18,-6.1118,106.770699
SDN Penjaringan 01,Penjaringan,Jakarta Utara,766,26,-6.123778,106.80426
SDN Penjaringan 03,Penjaringan,Jakarta Utara,636,25,-6.124841,106.803017
SDN Penjaringan 04 Pg.,Penjaringan,Jakarta Utara,769,30,-6.124841,106.803017
SDN Pluit 01 Pg.,Penjaringan,Jakarta Utara,384,18,-6.124895,106.790871
SDN Pejagalan 09 Pg.,Penjaringan,Jakarta Utara,540,28,-6.133401,106.781006
SDN Penjaringan 10 Pg.,Penjaringan,Jakarta Utara,374,16,-6.133639,106.796967
SDN Penjaringan 09 Pt.,Penjaringan,Jakarta Utara,323,15,-6.133653,106.796936
SDN Penjaringan 08 Pg.,Penjaringan,Jakarta Utara,395,16,-6.133759,106.796936
SDN Penjaringan 06 Pg.,Penjaringan,Jakarta Utara,362,15,-6.133978,106.796982
SDN Penjaringan 07,Penjaringan,Jakarta Utara,698,30,-6.133978,106.796982
SDN Kapuk Muara 01 Pg.,Penjaringan,Jakarta Utara,594,24,-6.136765,106.775238
SDN Kapuk Muara 03 Pg.,Penjaringan,Jakarta Utara,782,61,-6.138216,106.763504
SDN Pejagalan 07 Pg.,Penjaringan,Jakarta Utara,674,24,-6.138271,106.777229
SDN Pejagalan 01,Penjaringan,Jakarta Utara,556,21,-6.138328,106.777267
SDN Pejagalan 05,Penjaringan,Jakarta Utara,555,24,-6.13833,106.777252
SDN Pejagalan 03,Penjaringan,Jakarta Utara,563,23,-6.138332,106.777267
SDN Petukangan Utara 06 Pg.,Pesanggrahan,Jakarta Selatan,443,20,-6.2243,106.758003
SDN Petukangan Utara 07 Pg.,Pesanggrahan,Jakarta Selatan,403,21,-6.224732,106.758087
SDN Petukangan Utara 02,Pesanggrahan,Jakarta Selatan,500,15,-6.226933,106.753502
SDN Petukangan Utara 05 Pg.,Pesanggrahan,Jakarta Selatan,534,24,-6.228246,106.749245
SDN Ulujami 02,Pesanggrahan,Jakarta Selatan,565,24,-6.23134,106.758247
SDN Petukangan Utara 08 Pg.,Pesanggrahan,Jakarta Selatan,439,21,-6.232253,106.74868
SDN Ulujami 04 Pg.,Pesanggrahan,Jakarta Selatan,391,22,-6.23246,106.761864
SDN Petukangan Utara 09 Pg.,Pesanggrahan,Jakarta Selatan,465,25,-6.232592,106.747093
SDN Petukangan Selatan 05,Pesanggrahan,Jakarta Selatan,722,34,-6.243082,106.749237
SDN Petukangan Selatan 03,Pesanggrahan,Jakarta Selatan,527,25,-6.243146,106.749413
SDN Petukangan Selatan 02 Pg.,Pesanggrahan,Jakarta Selatan,508,23,-6.243889,106.760185
SDN Ulujami 05 Pg.,Pesanggrahan,Jakarta Selatan,403,18,-6.246404,106.768356
SDN Pesanggrahan 05 Pg.,Pesanggrahan,Jakarta Selatan,340,16,-6.252856,106.75985
SDN Pesanggrahan 09 Pg.,Pesanggrahan,Jakarta Selatan,432,20,-6.253026,106.759697
SDN Pesanggrahan 04 Pg.,Pesanggrahan,Jakarta Selatan,467,21,-6.2546,106.757401
SDN Bintaro 02 Pg.,Pesanggrahan,Jakarta Selatan,937,41,-6.255002,106.764748
SDN Bintaro 01 Pg.,Pesanggrahan,Jakarta Selatan,595,24,-6.257766,106.763779
SDN Pesanggrahan 10 Pg.,Pesanggrahan,Jakarta Selatan,379,19,-6.2593,106.757202
SDN Pesanggrahan 03,Pesanggrahan,Jakarta Selatan,631,27,-6.26096,106.758369
SDN Bintaro 05 Pg.,Pesanggrahan,Jakarta Selatan,473,14,-6.261294,106.772072
SDN Ulujami 01 Pg.,Pesanggrahan,Jakarta Selatan,369,14,-6.2645,106.768097
SDN Bintaro 03 Pg.,Pesanggrahan,Jakarta Selatan,324,21,-6.264622,106.7593
SDN Pesanggrahan 02 Pg.,Pesanggrahan,Jakarta Selatan,623,28,-6.268547,106.805992
SDN Bintaro 04 Pg.,Pesanggrahan,Jakarta Selatan,397,18,-6.269818,106.757034
SDN Bintaro 13 Pg.,Pesanggrahan,Jakarta Selatan,402,19,-6.27249,106.760597
SDN Bintaro 12 Pg.,Pesanggrahan,Jakarta Selatan,408,18,-6.272493,106.760597
SDN Bintaro 14 Pg.,Pesanggrahan,Jakarta Selatan,445,20,-6.28065,106.766762
SDN Bintaro 09 Pg.,Pesanggrahan,Jakarta Selatan,403,17,-6.284549,106.763229
SDN Bintaro 08 Pg.,Pesanggrahan,Jakarta Selatan,434,19,-6.284674,106.763252
SDN Kayu Putih 09 Pg.,Pulo Gadung,Jakarta Timur,357,16,-6.174227,106.88195
SDN Pulogadung 03 Pg.,Pulo Gadung,Jakarta Timur,637,28,-6.182683,106.906303
SDN Kayu Putih 03 Pg.,Pulo Gadung,Jakarta Timur,572,33,-6.186729,106.884155
SDN Jati 03 Pg.,Pulo Gadung,Jakarta Timur,589,30,-6.190969,106.89431
SDN Jatinegara Kaum 01 Pg.,Pulo Gadung,Jakarta Timur,399,20,-6.198042,106.904861
SDN Jati 05 Pg.,Pulo Gadung,Jakarta Timur,328,17,-6.199447,106.897751
SDN Jatinegara Kaum 15 Pg.,Pulo Gadung,Jakarta Timur,285,13,-6.201952,106.901482
SDN Cipinang 01 Pg.,Pulo Gadung,Jakarta Timur,371,15,-6.203084,106.888176
SDN Pisangan Timur 10 Pg.,Pulo Gadung,Jakarta Timur,179,10,-6.203622,106.881721
SDN Jatinegara Kaum 14 Pg.,Pulo Gadung,Jakarta Timur,213,11,-6.2041,106.900299
SDN Pisangan Timur 18 Pg.,Pulo Gadung,Jakarta Timur,364,17,-6.204116,106.882111
SDN Jatinegara Kaum 05 Pg.,Pulo Gadung,Jakarta Timur,376,17,-6.208309,106.899666
SDN Jatinegara Kaum 06 Pg.,Pulo Gadung,Jakarta Timur,447,18,-6.208397,106.89949
SDN Pisangan Timur 13 Pg.,Pulo Gadung,Jakarta Timur,514,23,-6.2087,106.876297
SDN Jatinegara Kaum 07 Pg.,Pulo Gadung,Jakarta Timur,365,16,-6.208816,106.89801
SDN Jatinegara Kaum 11 Pg.,Pulo Gadung,Jakarta Timur,323,13,-6.209115,106.897301
SDN Cipinang 03 Pg.,Pulo Gadung,Jakarta Timur,456,16,-6.2095,106.8965
SDN Cipinang 05 Pg.,Pulo Gadung,Jakarta Timur,385,16,-6.211447,106.889999
SDN Kramat 03 Pg.,Senen,Jakarta Pusat,272,13,-6.168865,106.847862
SDN Bungur 01 Pg.,Senen,Jakarta Pusat,399,18,-6.169588,106.850441
SDN Bungur 03,Senen,Jakarta Pusat,477,20,-6.169588,106.850441
SDN Senen 03 Pg.,Senen,Jakarta Pusat,190,11,-6.17841,106.839355
SDN Kramat 05 Pg.,Senen,Jakarta Pusat,171,9,-6.179254,106.845581
SDN Kramat 01,Senen,Jakarta Pusat,315,17,-6.180904,106.845299
SDN Kwitang 01 Pg.,Senen,Jakarta Pusat,192,10,-6.18487,106.842865
SDN Kwitang 02 Pt.,Senen,Jakarta Pusat,163,7,-6.185048,106.842484
SDN Kenari 04 Pt.,Senen,Jakarta Pusat,128,8,-6.185431,106.843071
SDN Kenari 03 Pg.,Senen,Jakarta Pusat,191,10,-6.185452,106.843018
SDN Kenari 05 Pg.,Senen,Jakarta Pusat,199,11,-6.185495,106.842995
SDN Kenari 06 Pt.,Senen,Jakarta Pusat,118,9,-6.185899,106.842339
SDN Kenari 02 Pt.,Senen,Jakarta Pusat,151,10,-6.185953,106.84227
SDN Kenari 01 Pg.,Senen,Jakarta Pusat,195,11,-6.185996,106.842201
SDN Kramat 06 Pg.,Senen,Jakarta Pusat,268,11,-6.18694,106.852341
SDN Kramat 07 Pt.,Senen,Jakarta Pusat,226,11,-6.187007,106.850494
SDN Kramat 09 Pt.,Senen,Jakarta Pusat,199,11,-6.187701,106.847267
SDN Kramat 08 Pg.,Senen,Jakarta Pusat,195,10,-6.18779,106.846626
SDN Paseban 01 Pg.,Senen,Jakarta Pusat,189,11,-6.189097,106.8526
SDN Paseban 05 Pg.,Senen,Jakarta Timur,395,17,-6.191216,106.854164
SDN Paseban 18 Pg.,Senen,Jakarta Pusat,397,17,-6.192473,106.84964
SDN Paseban 09 Pg.,Senen,Jakarta Pusat,150,11,-6.193608,106.850899
SDN Paseban 11 Pg.,Senen,Jakarta Pusat,208,11,-6.193608,106.850899
SDN Paseban 07 Pg.,Senen,Jakarta Pusat,210,11,-6.193627,106.854805
SDN Kenari 07 Pg.,Senen,Jakarta Pusat,531,28,-6.193979,106.849358
SDN Paseban 03 Pg.,Senen,Jakarta Pusat,337,16,-6.195088,106.851486
SDN Paseban 15 Pg.,Senen,Jakarta Pusat,192,10,-6.19509,106.851486
SDN Kenari 08 Pg.,Senen,Jakarta Pusat,476,25,-6.198405,106.85009
SDN Mangga Dua Selatan 05 Pg.,Sawah Besar,Jakarta Pusat,303,13,-6.136359,106.82782
SDN Mangga Dua Selatan 03 Pg.,Sawah Besar,Jakarta Pusat,204,9,-6.141638,106.83004
SDN Mangga Dua Selatan 01 Pg.,Sawah Besar,Jakarta Pusat,405,18,-6.141644,106.830055
SDN Gunung Sahari Utara 01 Pagi.,Sawah Besar,Jakarta Pusat,213,12,-6.145724,106.839691
SDN Kartini 01,Sawah Besar,Jakarta Pusat,405,19,-6.150228,106.831505
SDN Karang Anyar 04 Pt.,Sawah Besar,Jakarta Pusat,180,10,-6.151332,106.827477
SDN Karang Anyar 03 Pg.,Sawah Besar,Jakarta Pusat,308,9,-6.151353,106.827461
SDN Karang Anyar 07 Pg.,Sawah Besar,Jakarta Pusat,270,14,-6.15337,106.830338
SDN Karang Anyar 05 Pg.,Sawah Besar,Jakarta Pusat,226,12,-6.155942,106.829323
SDN Karang Anyar 06 Pt.,Sawah Besar,Jakarta Pusat,158,8,-6.156018,106.828201
SDN Karang Anyar 08 Pg.,Sawah Besar,Jakarta Pusat,211,12,-6.156103,106.828217
SDN Karang Anyar 01 Pg.,Sawah Besar,Jakarta Pusat,194,7,-6.157177,106.855461
SDN Pasar Baru 01 Pg.,Sawah Besar,Jakarta Pusat,318,14,-6.158318,106.834236
SDN Pasar Baru 03 Pg.,Sawah Besar,Jakarta Pusat,396,22,-6.158318,106.834236
SDN Pasar Baru 05 Pg.,Sawah Besar,Jakarta Pusat,285,16,-6.158318,106.834236
SDN Pasar Baru 11 Pg.,Sawah Besar,Jakarta Pusat,365,17,-6.159711,106.828667
SDN Pasar Baru 07,Sawah Besar,Jakarta Pusat,443,19,-6.160678,106.831902
SDN Karang Anyar 02 Pt.,Sawah Besar,Jakarta Pusat,141,8,-6.161904,106.855782
SDN Guntur 03 Pg.,Setia Budi,Jakarta Selatan,456,20,-6.206361,106.833275
SDN Guntur 08 Pg.,Setia Budi,Jakarta Selatan,178,9,-6.206588,106.836899
SDN Pasar Manggis 03 Pg.,Setia Budi,Jakarta Selatan,616,29,-6.210603,106.840836
SDN Menteng Atas 06 Pg.,Setia Budi,Jakarta Selatan,229,11,-6.21064,106.837074
SDN Menteng Atas 05 Pg.,Setia Budi,Jakarta Selatan,290,16,-6.21071,106.837044
SDN Setiabudi 01 Pg.,Setia Budi,Jakarta Selatan,160,10,-6.211875,106.844231
SDN Menteng Atas 01 Pg.,Setia Budi,Jakarta Selatan,295,14,-6.215135,106.8451
SDN Karet 05 Pg.,Setia Budi,Jakarta Selatan,169,9,-6.215883,106.82476
SDN Karet 01 Pg.,Setia Budi,Jakarta Selatan,147,8,-6.2159,106.822197
SDN Karet Kuningan 01 Pg.,Setia Budi,Jakarta Selatan,175,11,-6.216853,106.822136
SDN Menteng Atas 14 Pg.,Setia Budi,Jakarta Selatan,293,12,-6.217364,106.840996
SDN Menteng Atas 18 Pt.,Setia Budi,Jakarta Selatan,120,8,-6.217364,106.840996
SDN Karet Kuningan 04 Pt.,Setia Budi,Jakarta Selatan,80,8,-6.217425,106.827049
SDN Menteng Atas 11 Pg.,Setia Budi,Jakarta Selatan,552,28,-6.2177,106.840599
SDN Menteng Atas 19 Pg.,Setia Budi,Jakarta Selatan,250,13,-6.219487,106.845062
SDN Karet Kuningan 03 Pg.,Setia Budi,Jakarta Selatan,219,10,-6.219551,106.829163
SDN Menteng Atas 21 Pg.,Setia Budi,Jakarta Selatan,277,11,-6.221657,106.837891
SDN Kuningan Timur 01 Pg.,Setia Budi,Jakarta Selatan,151,11,-6.230605,106.820892
SDN Karet 04 Pg.,Setia Budi,Jakarta Selatan,205,8,-6.26028,106.82505
SDN Karet 06 Pg.,Setia Budi,Jakarta Selatan,189,9,-6.2685,106.806
SDN Manggarai 03 Pg.,Tebet,Jakarta Selatan,276,13,-6.21231,106.853775
SDN Manggarai 05 Pg.,Tebet,Jakarta Selatan,409,16,-6.213647,106.846916
SDN Manggarai 06 Pt.,Tebet,Jakarta Selatan,162,7,-6.215562,106.848206
SDN Manggarai 07 Pg.,Tebet,Jakarta Selatan,381,16,-6.215562,106.848206
SDN Manggarai 09 Pg.,Tebet,Jakarta Selatan,227,12,-6.215984,106.854996
SDN Manggarai 11 Pg.,Tebet,Jakarta Selatan,168,9,-6.215988,106.855125
SDN Manggarai 13 Pg.,Tebet,Jakarta Selatan,105,8,-6.215988,106.855125
SDN Manggarai 17 Pg.,Tebet,Jakarta Selatan,158,9,-6.216162,106.854973
SDN Manggarai 19 Pg.,Tebet,Jakarta Selatan,151,10,-6.216162,106.854973
SDN Manggarai Selatan 01 Pg.,Tebet,Jakarta Selatan,299,14,-6.218002,106.846283
SDN Bukit Duri 09 Pg.,Tebet,Jakarta Selatan,264,11,-6.219309,106.859184
SDN Bukit Duri 10 Pt.,Tebet,Jakarta Selatan,252,19,-6.219408,106.859444
SDN Bukit Duri 11 Pg.,Tebet,Jakarta Selatan,222,12,-6.219408,106.859444
SDN Bukit Duri 05 Pg.,Tebet,Jakarta Selatan,663,28,-6.220067,106.853455
SDN Bukit Duri 03 Pg.,Tebet,Jakarta Selatan,659,26,-6.220085,106.853447
SDN Bukit Duri 01 Pg.,Tebet,Jakarta Selatan,285,11,-6.2228,106.858299
SDN Manggarai Selatan 03 Pg.,Tebet,Jakarta Selatan,283,17,-6.223017,106.851944
SDN Menteng Dalam 01,Tebet,Jakarta Selatan,574,30,-6.224457,106.841232
SDN Tebet Barat 05 Pg.,Tebet,Jakarta Selatan,390,26,-6.224686,106.849754
SDN Tebet Timur 07,Tebet,Jakarta Selatan,536,24,-6.22497,106.853348
SDN Kebon Baru 05,Tebet,Jakarta Selatan,351,17,-6.227867,106.860054
SDN Tebet Timur 15 Pg.,Tebet,Jakarta Selatan,221,12,-6.228433,106.858231
SDN Tebet Timur 17 Pg.,Tebet,Jakarta Selatan,113,10,-6.230185,106.855507
SDN Tebet Timur 19 Pg.,Tebet,Jakarta Selatan,185,13,-6.230185,106.855507
SDN Kebon Baru 07 Pg.,Tebet,Jakarta Selatan,321,15,-6.231908,106.858673
SDN Kebon Baru 10 Pg.,Tebet,Jakarta Selatan,230,10,-6.232054,106.859016
SDN Tebet Timur 03 Pg.,Tebet,Jakarta Selatan,126,11,-6.23326,106.854752
SDN Tebet Timur 01 Pg.,Tebet,Jakarta Selatan,125,9,-6.23326,106.854752
SDN Kebon Baru 11 Pg.,Tebet,Jakarta Selatan,278,14,-6.234639,106.86335
SDN Tebet Barat 01 Pg.,Tebet,Jakarta Selatan,272,19,-6.237212,106.848244
SDN Tebet Barat 03 Pg.,Tebet,Jakarta Selatan,104,10,-6.237341,106.848343
SDN Menteng Dalam 11 Pg.,Tebet,Jakarta Selatan,281,13,-6.239119,106.84375
SDN Menteng Dalam 05 Pg.,Tebet,Jakarta Selatan,262,11,-6.239169,106.843971
SDN Tebet Timur 11 Pg.,Tebet,Jakarta Selatan,111,8,-6.239218,106.855072
SDN Kebon Baru 03,Tebet,Jakarta Selatan,360,19,-6.24138,106.861038
SDN Tebet Barat 08 Pg.,Tebet,Jakarta Selatan,233,16,-6.241587,106.850067
SDN Manggarai 15 Pg.,Tebet,Jakarta Selatan,184,10,-6.6216,106.855003
SDN Pinangsia 06 Pg.,Taman Sari,Jakarta Barat,224,8,-6.138109,106.815887
SDN Pinangsia 03 Pg.,Taman Sari,Jakarta Barat,374,15,-6.138549,106.814316
SDN Pinangsia 01 Pg.,Taman Sari,Jakarta Barat,519,19,-6.140893,106.816681
SDN Mangga Besar 11 Pg.,Taman Sari,Jakarta Barat,319,12,-6.143318,106.819412
SDN Mangga Besar 15 Pg.,Taman Sari,Jakarta Barat,307,13,-6.145089,106.817474
SDN Mangga Besar 05 Pg.,Taman Sari,Jakarta Barat,146,7,-6.14831,106.817688
SDN Mangga Besar 01 Pg.,Taman Sari,Jakarta Barat,177,10,-6.148378,106.817619
SDN Mangga Besar 03 Pg.,Taman Sari,Jakarta Barat,166,9,-6.148378,106.817619
SDN Mangga Besar 07 Pg.,Taman Sari,Jakarta Barat,181,9,-6.148378,106.817619
SDN Taman Sari 09 Pg.,Taman Sari,Jakarta Barat,177,7,-6.15316,106.824722
SDN Taman Sari 03 Pg.,Taman Sari,Jakarta Barat,186,10,-6.153528,106.824829
SDN Taman Sari 05 Pg.,Taman Sari,Jakarta Barat,181,10,-6.153528,106.824829
SDN Taman Sari 08 Pg.,Taman Sari,Jakarta Barat,229,12,-6.15376,106.824799
SDN Keagungan 02 Pt.,Taman Sari,Jakarta Barat,217,10,-6.15406,106.81321
SDN Keagungan 05 Pg.,Taman Sari,Jakarta Barat,201,9,-6.15406,106.81321
SDN Keagungan 06 Pt.,Taman Sari,Jakarta Barat,201,12,-6.15406,106.81321
SDN Maphar 01 Pg.,Taman Sari,Jakarta Barat,309,16,-6.15406,106.81321
SDN Keagungan 01 Pg.,Taman Sari,Jakarta Barat,224,10,-6.154198,106.813889
SDN Taman Sari 07 Pg.,Taman Sari,Jakarta Barat,230,9,-6.154231,106.824905
SDN Taman Sari 01 Pg.,Taman Sari,Jakarta Barat,193,11,-6.157348,106.825096
SDN Krukut 01 Pg.,Taman Sari,Jakarta Barat,246,15,-6.159769,106.81765
SDN Krukut 03 Pg.,Taman Sari,Jakarta Barat,199,9,-6.159838,106.81765
SDN Keagungan 03 Pg.,Taman Sari,Jakarta Barat,243,13,-6.1744,106.829399
SDN Pekojan 01 Pg.,Tambora,Jakarta Barat,233,11,-6.137478,106.802483
SDN Pekojan 02 Pt.,Tambora,Jakarta Barat,210,10,-6.137478,106.802483
SDN Pekojan 03 Pg.,Tambora,Jakarta Barat,228,10,-6.137478,106.802483
SDN Pekojan 04 Pt.,Tambora,Jakarta Barat,184,6,-6.137478,106.802483
SDN Pekojan 05 Pg.,Tambora,Jakarta Barat,230,10,-6.137478,106.802483
SDN Pekojan 06 Pt.,Tambora,Jakarta Barat,169,11,-6.137478,106.802483
SDN Tambora 01 Pg.,Tambora,Jakarta Barat,302,15,-6.141904,106.808983
SDN Tambora 02 Pt.,Tambora,Jakarta Barat,203,10,-6.141904,106.808983
SDN Tambora 03 Pg.,Tambora,Jakarta Barat,324,14,-6.141904,106.808983
SDN Angke 03 Pg.,Tambora,Jakarta Barat,236,13,-6.143852,106.799545
SDN Angke 01 Pg.,Tambora,Jakarta Barat,470,21,-6.145936,106.798645
SDN Angke 05 Pg.,Tambora,Jakarta Barat,414,21,-6.146259,106.798691
SDN Jembatan Lima 01 Pg.,Tambora,Jakarta Barat,247,11,-6.147278,106.806305
SDN Jembatan Lima 02 Pt.,Tambora,Jakarta Barat,264,10,-6.147425,106.80658
SDN Jembatan Lima 03 Pg.,Tambora,Jakarta Barat,244,12,-6.147425,106.80658
SDN Jembatan Lima 04 Pt.,Tambora,Jakarta Barat,220,9,-6.147425,106.80658
SDN Tanah Sereal 01 Pg.,Tambora,Jakarta Barat,276,10,-6.15012,106.811684
SDN Tanah Sereal 02 Pt.,Tambora,Jakarta Barat,253,8,-6.15012,106.811684
SDN Jembatan Besi 01 Pg.,Tambora,Jakarta Barat,286,8,-6.152465,106.798019
SDN Jembatan Besi 02 Pt.,Tambora,Jakarta Barat,269,10,-6.152465,106.798019
