nama_sekolah ,kecamatan,kota_adminstrasi,jumlah_siswa,jumlah_guru,latitude,longitude
SDN Cakung Timur 04 Pg.,Cakung,Jakarta Timur,379,16,-6.172209,106.949837
SDN Cakung Timur 03 Pg.,Cakung,Jakarta Timur,396,18,-6.1725,106.949402
SDN Cakung Barat 08 Pg.,Cakung,Jakarta Timur,604,27,-6.172672,106.934906
SDN Cakung Barat 04 Pg.,Cakung,Jakarta Timur,630,27,-6.174624,106.939072
SDN Cakung Barat 05 Pg.,Cakung,Jakarta Timur,462,22,-6.178544,106.933456
SDN Cakung Timur 06 Pg.,Cakung,Jakarta Timur,825,28,-6.1797,106.947998
SDN Cakung Barat 02,Cakung,Jakarta Timur,687,30,-6.1805,106.938797
SDN Ujung Menteng 02,Cakung,Jakarta Timur,458,23,-6.183091,106.960663
SDN Ujung Menteng 07 Pg.,Cakung,Jakarta Timur,374,14,-6.184075,106.963066
SDN Ujung Menteng 04 Pg.,Cakung,Jakarta Timur,381,19,-6.184091,106.963028
SDN Ujung Menteng 01 Pg.,Cakung,Jakarta Timur,365,15,-6.184853,106.961769
SDN Pulogebang 11 Pg.,Cakung,Jakarta Timur,819,31,-6.1849,106.944901
SDN Rawaterate 01 Pg.,Cakung,Jakarta Timur,381,14,-6.188258,106.92321
SDN Rawaterate 02 Pt.,Cakung,Jakarta Timur,337,15,-6.188546,106.923264
SDN Pulogebang 24 Pg.,Cakung,Jakarta Timur,448,18,-6.194948,106.965431
SDN Jatinegara 06 Pg.,Cakung,Jakarta Timur,1226,42,-6.1958,106.926399
SDN Penggilingan 01 Pg.,Cakung,Jakarta Timur,564,26,-6.1963,106.935501
SDN Pulogebang 13 Pg.,Cakung,Jakarta Timur,792,31,-6.1968,106.962601
SDN Jatinegara 01 Pg.,Cakung,Jakarta Timur,742,29,-6.19681,106.920898
SDN Penggilingan 09 Pg.,Cakung,Jakarta Timur,341,13,-6.202888,106.931747
SDN Pulogebang 02 Pg.,Cakung,Jakarta Timur,795,32,-6.203424,106.953117
SDN Pulogebang 01 Pg.,Cakung,Jakarta Timur,768,28,-6.2037,106.955498
SDN Pulogebang 06 Pg.,Cakung,Jakarta Timur,568,21,-6.204672,106.942169
SDN Penggilingan 08 Pt.,Cakung,Jakarta Timur,341,15,-6.20543,106.930168
SDN Jatinegara 15 Pg.,Cakung,Jakarta Timur,480,18,-6.206828,106.92643
SDN Pulogebang 04 Pg.,Cakung,Jakarta Timur,676,33,-6.211581,106.962311
SDN Jatinegara 08 Pg.,Cakung,Jakarta Timur,569,23,-6.213453,106.9217
SDN Cakung Barat 01 Pg.,Cakung,Jakarta Timur,591,28,-6.2708,107.193298
SDN Cempaka Putih Barat 03 Pg,Cempaka Putih,Jakarta Timur,585,21,-6.174365,106.858208
SDN Cempaka Putih Barat 01 Pg,Cempaka Putih,Jakarta Pusat,545,20,-6.17602,106.861092
SDN Cempaka Putih Barat 17 Pg.,Cempaka Putih,Jakarta Pusat,527,26,-6.1796,106.866402
SDN Cempaka Putih Barat 19 Pg.,Cempaka Putih,Jakarta Pusat,538,25,-6.180252,106.864365
SDN Cempaka Putih Barat 15 Pg.,Cempaka Putih,Jakarta Pusat,444,22,-6.180982,106.864746
SDN Cempaka Putih Timur 01 Pg.,Cempaka Putih,Jakarta Pusat,491,23,-6.182415,106.871986
SDN Cempaka Putih Timur 03 Pg.,Cempaka Putih,Jakarta Pusat,391,18,-6.182975,106.870033
SDN Cempaka Putih Barat 05 Pg.,Cempaka Putih,Jakarta Pusat,243,11,-6.184599,106.866722
SDN Cempaka Putih Barat 07 Pg.,Cempaka Putih,Jakarta Pusat,391,17,-6.187071,106.86528
SDN Rawasari 05 Pg.,Cempaka Putih,Jakarta Pusat,244,17,-6.190355,106.870811
SDN Rawasari 01 Pg.,Cempaka Putih,Jakarta Timur,214,17,-6.191119,106.864426
SDN Rawasari 02 Pg.,Cempaka Putih,Jakarta Timur,270,23,-6.191119,106.864426
SDN Rawasari 03 Pg.,Cempaka Putih,Jakarta Timur,235,11,-6.191429,106.865463
SDN Cengkareng Timur 21 Pg.,Cengkareng,Jakarta Barat,287,17,-6.124175,106.731239
SDN Kapuk 16 Pg.,Cengkareng,Jakarta Barat,443,17,-6.126,106.795403
SDN Cengkareng Barat 15 Pg.,Cengkareng,Jakarta Barat,374,14,-6.128624,106.723946
SDN Cengkareng Barat 14 Pg.,Cengkareng,Jakarta Barat,373,15,-6.128798,106.723976
SDN Kapuk 12 Pt.,Cengkareng,Jakarta Barat,392,16,-6.129209,106.742905
SDN Kapuk 08 Pt.,Cengkareng,Jakarta Barat,403,17,-6.12921,106.742912
SDN Cengkareng Barat 13 Pg.,Cengkareng,Jakarta Barat,373,18,-6.129237,106.722992
SDN Kapuk 01 Pg.,Cengkareng,Jakarta Barat,370,17,-6.129249,106.742867
SDN Kapuk 04 Pt.,Cengkareng,Jakarta Barat,380,13,-6.129255,106.742859
SDN Kapuk 03 Pg.,Cengkareng,Jakarta Barat,420,15,-6.129812,106.742249
SDN Cengkareng Barat 17 Pt.,Cengkareng,Jakarta Barat,273,13,-6.130608,106.726921
SDN Cengkareng Barat 16 Pg.,Cengkareng,Jakarta Barat,399,15,-6.130761,106.727356
SDN Kapuk 15 Pg.,Cengkareng,Jakarta Barat,715,22,-6.13084,106.741577
SDN Kapuk 05 Pg.,Cengkareng,Jakarta Barat,346,12,-6.138449,106.762711
SDN Cengkareng Barat 10 Pg.,Cengkareng,Jakarta Barat,396,16,-6.1395,106.719498
SDN Cengkareng Barat 09 Pg.,Cengkareng,Jakarta Barat,127,13,-6.139552,106.719505
SDN Cengkareng Barat 19 Pg.,Cengkareng,Jakarta Barat,327,14,-6.141465,106.725822
SDN Kapuk 14 Pg.,Cengkareng,Jakarta Barat,308,12,-6.143112,106.768555
SDN Kedaung Kali Angke 14,Cengkareng,Jakarta Barat,585,24,-6.143308,106.750816
SDN Cengkareng Barat 11 Pg.,Cengkareng,Jakarta Utara,470,24,-6.1441,106.720001
SDN Kapuk 06 Pg.,Cengkareng,Jakarta Utara,433,15,-6.144143,106.747398
SDN Kapuk 02 Pg.,Cengkareng,Jakarta Utara,439,17,-6.144179,106.747391
SDN Kapuk 07 Pt.,Cengkareng,Jakarta Utara,391,14,-6.144181,106.748077
SDN Cengkareng Timur 09 Pg.,Cengkareng,Jakarta Barat,313,16,-6.14457,106.731415
SDN Cengkareng Timur 20 Pt.,Cengkareng,Jakarta Barat,214,10,-6.1446,106.7314
SDN Cengkareng Timur 07 Pg.,Cengkareng,Jakarta Barat,320,15,-6.14493,106.731667
SDN Kapuk 10 Pt.,Cengkareng,Jakarta Barat,455,18,-6.14502,106.747345
SDN Cengkareng Timur 13 Pt.,Cengkareng,Jakarta Barat,240,12,-6.1468,106.731796
SDN Cengkareng Timur 10 Pg.,Cengkareng,Jakarta Barat,353,17,-6.146807,106.733185
SDN Cengkareng Timur 11 Pt.,Cengkareng,Jakarta Barat,271,11,-6.146807,106.733185
SDN Cengkareng Timur 12 Pg.,Cengkareng,Jakarta Barat,271,13,-6.146807,106.733185
SDN Cengkareng Timur 17 Pg.,Cengkareng,Jakarta Barat,331,14,-6.147231,106.740501
SDN Cengkareng Timur 18 Pg.,Cengkareng,Jakarta Barat,323,15,-6.147231,106.740501
SDN Cengkareng Timur 19 Pt.,Cengkareng,Jakarta Barat,350,13,-6.147231,106.740501
SDN Kapuk 09 Pg.,Cengkareng,Jakarta Barat,496,18,-6.147787,106.742836
SDN Cengkareng Timur 05 Pg.,Cengkareng,Jakarta Barat,522,22,-6.14944,106.728127
SDN Cengkareng Barat 01 Pg.,Cengkareng,Jakarta Barat,277,12,-6.149492,106.726509
SDN Cengkareng Barat 05 Pg.,Cengkareng,Jakarta Barat,286,15,-6.150086,106.724365
SDN Cengkareng Barat 04 Pg.,Cengkareng,Jakarta Barat,249,8,-6.150134,106.723846
SDN Cengkareng Barat 03 Pg.,Cengkareng,Jakarta Barat,372,18,-6.150151,106.723846
SDN Cengkareng Barat 02 Pt.,Cengkareng,Jakarta Barat,214,9,-6.150191,106.723396
SDN Cengkareng Barat 06 Pt.,Cengkareng,Jakarta Barat,180,12,-6.150247,106.723679
SDN Cengkareng Barat 12 Pg.,Cengkareng,Jakarta Barat,211,11,-6.150321,106.723419
SDN Cengkareng Timur 03 Pg.,Cengkareng,Jakarta Barat,316,14,-6.150586,106.731667
SDN Cengkareng Timur 04 Pt.,Cengkareng,Jakarta Barat,250,11,-6.150586,106.731667
SDN Cengkareng Timur 22 Pt.,Cengkareng,Jakarta Barat,290,16,-6.15152,106.735008
SDN Cengkareng Timur 16 Pt.,Cengkareng,Jakarta Barat,288,12,-6.151542,106.740196
SDN Kedaung Kali Angke 05 Pg,Cengkareng,Jakarta Barat,318,11,-6.152,106.760002
SDN Kedaung Kali Angke 01 Pg.,Cengkareng,Jakarta Barat,298,11,-6.152073,106.770432
SDN Kedaung Kali Angke 07 Pt.,Cengkareng,Jakarta Barat,245,9,-6.152074,106.770432
SDN Kapuk 13 Pt.,Cengkareng,Jakarta Barat,266,11,-6.152197,106.747505
SDN Kapuk 11 Pg.,Cengkareng,Jakarta Barat,341,15,-6.1524,106.747902
SDN Cengkareng Barat 07 Pg.,Cengkareng,Jakarta Barat,301,19,-6.15245,106.724731
SDN Cengkareng Timur 14 Pg.,Cengkareng,Jakarta Barat,330,16,-6.152535,106.739906
SDN Cengkareng Timur 15 Pg.,Cengkareng,Jakarta Barat,326,16,-6.152535,106.739906
SDN Kedaung Kali Angke 11 Pg.,Cengkareng,Jakarta Barat,274,12,-6.152611,106.759415
SDN Kedaung Kali Angke 10,Cengkareng,Jakarta Barat,374,16,-6.152909,106.759323
SDN Kedaung Kali Angke 09 Pt.,Cengkareng,Jakarta Barat,141,9,-6.154,106.762001
SDN Kedaung Kali Angke 12 Pg.,Cengkareng,Jakarta Barat,188,10,-6.154,106.762001
SDN Kedaung Kali Angke 06,Cengkareng,Jakarta Barat,425,17,-6.154059,106.759048
SDN Cengkareng Timur 01 Pg.,Cengkareng,Jakarta Barat,509,24,-6.154294,106.733124
SDN Cengkareng Barat 08 Pt.,Cengkareng,Jakarta Barat,233,10,-6.15448,106.727562
SDN Kedaung Kali Angke 03 Pg.,Cengkareng,Jakarta Barat,301,12,-6.154489,106.762192
SDN Kedaung Kali Angke 13 Pg.,Cengkareng,Jakarta Barat,268,12,-6.154489,106.762192
SDN Kedaung Kali Angke 08 Pg.,Cengkareng,Jakarta Barat,241,12,-6.154587,106.762459
SDN Rawa Buaya 10 Pt.,Cengkareng,Jakarta Barat,371,17,-6.16082,106.744072
SDN Rawa Buaya 09 Pg.,Cengkareng,Jakarta Barat,429,16,-6.161142,106.744278
SDN Rawa Buaya 07 Pg.,Cengkareng,Jakarta Barat,374,17,-6.164821,106.732964
SDN Rawa Buaya 02 Pg.,Cengkareng,Jakarta Barat,305,19,-6.165129,106.728157
SDN Rawa Buaya 03 Pg.,Cengkareng,Jakarta Barat,334,18,-6.165129,106.728157
SDN Rawa Buaya 05 Pt.,Cengkareng,Jakarta Barat,300,16,-6.165129,106.728157
SDN Cengkareng Barat 20 Pt.,Cengkareng,Jakarta Barat,306,14,-6.165388,106.711456
SDN Duri Kosambi 10 Pg.,Cengkareng,Jakarta Barat,312,18,-6.165749,106.725021
SDN Duri Kosambi 11 Pg.,Cengkareng,Jakarta Barat,297,15,-6.165794,106.725159
SDN Duri Kosambi 09 Pg.,Cengkareng,Jakarta Barat,321,16,-6.16602,106.724991
SDN Rawa Buaya 01 Pg.,Cengkareng,Jakarta Barat,288,14,-6.166259,106.735924
SDN Rawa Buaya 04 Pt.,Cengkareng,Jakarta Barat,314,16,-6.16626,106.735924
SDN Rawa Buaya 08 Pg.,Cengkareng,Jakarta Barat,411,15,-6.168379,106.733101
SDN Duri Kosambi 02 Pg.,Cengkareng,Jakarta Barat,336,14,-6.1702,106.723198
SDN Duri Kosambi 05 Pt.,Cengkareng,Jakarta Barat,379,17,-6.173025,106.721619
SDN Duri Kosambi 01,Cengkareng,Jakarta Barat,536,22,-6.1764,106.720497
SDN Duri Kosambi 06 Pg.,Cengkareng,Jakarta Barat,602,25,-6.176613,106.723267
SDN Duri Kosambi 07 Pg.,Cengkareng,Jakarta Barat,737,34,-6.180459,106.713501
SDN Duri Kosambi 04 Pg.,Cengkareng,Jakarta Barat,558,29,-6.182031,106.720604
SDN Cilandak Barat 03 Pg.,Cilandak,Jakarta Selatan,358,18,-6.208763,106.845596
SDN Cilandak Barat 17 Pg.,Cilandak,Jakarta Selatan,244,11,-6.248274,106.778343
SDN Gandaria Selatan 03 Pg.,Cilandak,Jakarta Selatan,333,19,-6.266067,106.79113
SDN Cipete Selatan 05 Pg.,Cilandak,Jakarta Selatan,409,15,-6.270368,106.805191
SDN Cipete Selatan 01 Pg.,Cilandak,Jakarta Selatan,378,14,-6.27231,106.801559
SDN Cipete Selatan 03,Cilandak,Jakarta Selatan,555,25,-6.275807,106.805267
SDN Gandaria Selatan 01 Pg.,Cilandak,Jakarta Selatan,470,21,-6.278369,106.79628
SDN Cilandak Barat 06 Pg.,Cilandak,Jakarta Selatan,173,11,-6.284671,106.798759
SDN Cilandak Barat 01 Pg.,Cilandak,Jakarta Selatan,178,9,-6.284753,106.798691
SDN Cilandak Barat 07 Pg.,Cilandak,Jakarta Selatan,407,20,-6.286089,106.793053
SDN Cilandak Barat 04 Pg.,Cilandak,Jakarta Selatan,306,15,-6.287362,106.79303
SDN Cilandak Barat 15 Pg.,Cilandak,Jakarta Selatan,179,12,-6.288442,106.806564
SDN Cilandak Barat 19 Pg.,Cilandak,Jakarta Selatan,68,1,-6.295058,106.804321
SDN Cilandak Barat 12 Pg.,Cilandak,Jakarta Selatan,309,12,-6.298809,106.803055
SDN Cilandak Barat 13 Pg.,Cilandak,Jakarta Selatan,286,10,-6.298859,106.803223
SDN Cilandak Barat 08 Pg.,Cilandak,Jakarta Selatan,439,21,-6.302363,106.800041
SDN Lebak Bulus 02 Pg.,Cilandak,Jakarta Selatan,288,21,-6.303801,106.778122
SDN Lebak Bulus 03 Pg.,Cilandak,Jakarta Selatan,289,15,-6.303853,106.77874
SDN Lebak Bulus 07 Pg.,Cilandak,Jakarta Selatan,299,12,-6.304623,106.78389
SDN Pondok Labu 14 Pg.,Cilandak,Jakarta Selatan,323,16,-6.305104,106.804726
SDN Pondok Labu 16 Pg.,Cilandak,Jakarta Selatan,243,14,-6.305736,106.793381
SDN Pondok Labu 05 Pg.,Cilandak,Jakarta Selatan,299,13,-6.306981,106.793175
SDN Pondok Labu 13 Pg.,Cilandak,Jakarta Selatan,293,18,-6.307003,106.805603
SDN Pondok Labu 01 Pg.,Cilandak,Jakarta Selatan,376,15,-6.307055,106.793381
SDN Lebak Bulus 04 Pg.,Cilandak,Jakarta Selatan,577,27,-6.307816,106.780083
SDN Pondok Labu 09 Pg.,Cilandak,Jakarta Selatan,595,25,-6.310372,106.79509
SDN Pondok Labu 03 Pg.,Cilandak,Jakarta Selatan,706,37,-6.311,106.794502
SDN Pondok Labu 12 Pg.,Cilandak,Jakarta Selatan,316,17,-6.312754,106.801949
SDN Pondok Labu 11 Pg.,Cilandak,Jakarta Selatan,384,20,-6.313819,106.802322
SDN Pondok Labu 07,Cilandak,Jakarta Selatan,721,35,-6.31481,106.782768
SDN Kali Baru 09 Pg.,Cilincing,Jakarta Utara,725,27,-6.09818,106.934036
SDN Marunda 02 Pg.,Cilincing,Jakarta Utara,1082,43,-6.098501,106.961433
SDN Kali Baru 01 Pg.,Cilincing,Jakarta Utara,542,25,-6.10021,106.931473
SDN Cilincing 06 Pg.,Cilincing,Jakarta Utara,457,17,-6.101037,106.942024
SDN Kali Baru 03 Pg.,Cilincing,Jakarta Utara,499,20,-6.10135,106.931877
SDN Cilincing 04 Pt.,Cilincing,Jakarta Utara,233,10,-6.102546,106.938179
SDN Cilincing 03 Pg.,Cilincing,Jakarta Utara,236,11,-6.102592,106.938187
SDN Cilincing 11 Pt.,Cilincing,Jakarta Utara,342,13,-6.104089,106.929558
SDN Cilincing 05 Pg.,Cilincing,Jakarta Utara,353,11,-6.104135,106.92955
SDN Kali Baru 05 Pg.,Cilincing,Jakarta Utara,505,21,-6.105555,106.92083
SDN Kali Baru 07 Pg.,Cilincing,Jakarta Utara,390,14,-6.105555,106.92083
SDN Kali Baru 08 Pt.,Cilincing,Jakarta Utara,382,14,-6.105555,106.92083
SDN Cilincing 01 Pg.,Cilincing,Jakarta Utara,315,15,-6.10612,106.939537
SDN Cilincing 09,Cilincing,Jakarta Utara,519,23,-6.107637,106.938019
SDN Cilincing 02 Pg.,Cilincing,Jakarta Utara,278,13,-6.107855,106.937134
SDN Cilincing 07 Pg.,Cilincing,Jakarta Utara,493,16,-6.10845,106.935196
SDN Semper Timur 01 Pg.,Cilincing,Jakarta Utara,291,16,-6.109261,106.932777
SDN Cilincing 08 Pg.,Cilincing,Jakarta Utara,332,14,-6.109347,106.935631
SDN Semper Timur 07 Pg.,Cilincing,Jakarta Utara,312,16,-6.111079,106.931725
SDN Semper Timur 05 Pg.,Cilincing,Jakarta Utara,376,15,-6.111989,106.930328
SDN Semper Timur 03 Pg.,Cilincing,Jakarta Utara,338,13,-6.112443,106.930702
SDN Semper Timur 02 Pt.,Cilincing,Jakarta Utara,273,11,-6.114198,106.925446
SDN Semper Barat 05 Pg.,Cilincing,Jakarta Utara,571,26,-6.115539,106.923256
SDN Semper Barat 10 Pt.,Cilincing,Jakarta Utara,306,10,-6.115945,106.921921
SDN Semper Barat 09 Pg.,Cilincing,Jakarta Utara,321,19,-6.116035,106.921867
SDN Semper Barat 15 Pg.,Cilincing,Jakarta Utara,329,16,-6.11658,106.92321
SDN Semper Timur 04 Pt.,Cilincing,Jakarta Utara,342,14,-6.12003,106.930229
SDN Semper Barat 01 Pg.,Cilincing,Jakarta Utara,333,17,-6.12174,106.924957
SDN Semper Barat 02 Pt.,Cilincing,Jakarta Utara,298,15,-6.12174,106.924957
SDN Semper Barat 03 Pg.,Cilincing,Jakarta Utara,382,18,-6.123384,106.923775
SDN Semper Barat 04 Pt.,Cilincing,Jakarta Utara,314,17,-6.123384,106.923775
SDN Marunda 03 Pg.,Cilincing,Jakarta Utara,312,15,-6.123861,106.960777
SDN Marunda 04 Pt.,Cilincing,Jakarta Utara,282,12,-6.123861,106.960777
SDN Marunda 01 Pg.,Cilincing,Jakarta Utara,352,16,-6.124503,106.959183
SDN Semper Barat 11 Pg.,Cilincing,Jakarta Utara,450,17,-6.125818,106.924515
SDN Semper Barat 12 Pt.,Cilincing,Jakarta Utara,379,17,-6.125818,106.924515
SDN Semper Barat 13 Pg.,Cilincing,Jakarta Utara,692,32,-6.13076,106.927177
SDN Semper Barat 07 Pg.,Cilincing,Jakarta Utara,401,18,-6.131689,106.921562
SDN Semper Barat 08 Pt.,Cilincing,Jakarta Utara,412,15,-6.131689,106.921562
SDN Sukapura 01 Pg.,Cilincing,Jakarta Utara,435,18,-6.143807,106.956451
SDN Sukapura 02,Cilincing,Jakarta Utara,600,27,-6.143807,106.956451
SDN Rorotan 03 Pg.,Cilincing,Jakarta Utara,356,13,-6.143993,106.956367
SDN Rorotan 05 Pg.,Cilincing,Jakarta Utara,580,27,-6.144099,106.956116
SDN Rorotan 07 Pg.,Cilincing,Jakarta Utara,343,14,-6.146351,106.955498
SDN Sukapura 06 Pt.,Cilincing,Jakarta Utara,385,17,-6.150827,106.921791
SDN Sukapura 04 Pg.,Cilincing,Jakarta Utara,325,13,-6.152618,106.926842
SDN Sukapura 05 Pg.,Cilincing,Jakarta Utara,359,17,-6.152618,106.926842
SDN Rorotan 01 Pg.,Cilincing,Jakarta Utara,590,29,-6.155382,106.965202
SDN Rorotan 02 Pg.,Cilincing,Jakarta Utara,300,13,-6.157428,106.95533
SDN Lubang Buaya 05 Pg.,Cipayung,Jakarta Timur,313,14,-6.288514,106.899788
SDN Lubang Buaya 09 Pg.,Cipayung,Jakarta Timur,463,21,-6.288958,106.903275
SDN Lubang Buaya 08 Pg.,Cipayung,Jakarta Timur,341,11,-6.290299,106.903404
SDN Lubang Buaya 13,Cipayung,Jakarta Timur,616,30,-6.290606,106.891487
SDN Lubang Buaya 01,Cipayung,Jakarta Timur,487,19,-6.291653,106.894554
SDN Lubang Buaya 12 Pg.,Cipayung,Jakarta Timur,335,15,-6.2972,106.901802
SDN Lubang Buaya 06 Pg.,Cipayung,Jakarta Timur,378,29,-6.2983,106.9104
SDN Bambu Apus 04 Pg.,Cipayung,Jakarta Timur,740,32,-6.303588,106.907616
SDN Setu 01 Pg.,Cipayung,Jakarta Timur,701,24,-6.307,106.918312
SDN Setu 02 Pg.,Cipayung,Jakarta Timur,691,27,-6.307595,106.917709
SDN Ceger 01 Pg.,Cipayung,Jakarta Timur,441,20,-6.309199,106.891411
SDN Bambu Apus 03 Pg.,Cipayung,Jakarta Timur,726,32,-6.31088,106.895859
SDN Cipayung 05 Pg.,Cipayung,Jakarta Timur,517,21,-6.322792,106.903984
SDN Cipayung 04 Pg.,Cipayung,Jakarta Timur,479,23,-6.330633,106.890717
SDN Cipayung 03 Pg.,Cipayung,Jakarta Timur,472,22,-6.334085,106.889687
SDN Cipayung 01 Pg.,Cipayung,Jakarta Timur,486,29,-6.334982,106.895096
SDN Cilangkap 01 Pg.,Cipayung,Jakarta Timur,1036,39,-6.342423,106.909645
SDN Munjul 02 Pg.,Cipayung,Jakarta Timur,413,22,-6.347193,106.899353
SDN Munjul 01 Pg.,Cipayung,Jakarta Timur,392,15,-6.347566,106.897179
SDN Cilangkap 03 Pg.,Cipayung,Jakarta Timur,416,19,-6.352947,106.903152
SDN Pondok Ranggon 02 Pg.,Cipayung,Jakarta Timur,663,27,-6.354918,106.910568
SDN Pondok Ranggon 03,Cipayung,Jakarta Timur,610,29,-6.35915,106.90802
SDN Rambutan 01 Pg.,Ciracas,Jakarta Timur,352,19,-6.295443,106.874237
SDN Rambutan 03 Pg.,Ciracas,Jakarta Timur,711,29,-6.303188,106.875076
SDN Susukan 06 Pg.,Ciracas,Jakarta Timur,210,11,-6.304632,106.870338
SDN Susukan 09 Pg.,Ciracas,Jakarta Timur,369,22,-6.305698,106.87191
SDN Rambutan 02 Pg.,Ciracas,Jakarta Timur,549,25,-6.30986,106.876442
SDN Susukan 01 Pg.,Ciracas,Jakarta Timur,62,22,-6.310665,106.865448
SDN Susukan 02 Pg.,Ciracas,Jakarta Timur,365,16,-6.310665,106.865448
SDN Susukan 05 Pg.,Ciracas,Jakarta Timur,371,13,-6.312384,106.874214
SDN Susukan 04 Pg.,Ciracas,Jakarta Timur,375,16,-6.312734,106.874031
SDN Susukan 08 Pg.,Ciracas,Jakarta Timur,404,17,-6.313044,106.874588
SDN Susukan 03 Pg.,Ciracas,Jakarta Timur,350,15,-6.3132,106.874397
SDN Rambutan 06 Pg.,Ciracas,Jakarta Timur,450,16,-6.31484,106.884331
SDN Ciracas 05 Pg.,Ciracas,Jakarta Timur,366,16,-6.31708,106.879623
SDN Ciracas 06 Pg.,Ciracas,Jakarta Timur,416,18,-6.317466,106.879601
SDN Ciracas 07 Pg.,Ciracas,Jakarta Timur,725,26,-6.318122,106.876999
SDN Ciracas 09 Pg.,Ciracas,Jakarta Timur,355,14,-6.319791,106.879936
SDN Ciracas 15 Pg.,Ciracas,Jakarta Timur,457,18,-6.32028,106.882698
SDN Ciracas 13 Pg.,Ciracas,Jakarta Timur,727,32,-6.321607,106.871239
SDN Ciracas 14 Pg.,Ciracas,Jakarta Timur,602,32,-6.321607,106.871239
SDN Ciracas 11 Pg.,Ciracas,Jakarta Timur,438,21,-6.323529,106.882996
SDN Ciracas 03 Pg.,Ciracas,Jakarta Timur,793,33,-6.32353,106.877296
SDN Rambutan 05 Pg.,Ciracas,Jakarta Timur,400,15,-6.323815,106.887894
SDN Ciracas 10,Ciracas,Jakarta Timur,677,23,-6.327165,106.877541
SDN Ciracas 01 Pg.,Ciracas,Jakarta Timur,550,25,-6.327413,106.864433
SDN Kelapa Dua Wetan 06 Pt.,Ciracas,Jakarta Timur,580,20,-6.3358,106.879204
SDN Kelapa Dua Wetan 03 Pg.,Ciracas,Jakarta Timur,526,21,-6.33749,106.878517
SDN Cibubur 11 Pg.,Ciracas,Jakarta Timur,374,17,-6.342064,106.873024
SDN Kelapa Dua Wetan 01 Pg.,Ciracas,Jakarta Timur,398,18,-6.343259,106.885979
SDN Cibubur 04 Pg.,Ciracas,Jakarta Timur,820,32,-6.344601,106.874077
SDN Cibubur 03 Pg.,Ciracas,Jakarta Timur,752,26,-6.344959,106.874069
SDN Kelapa Dua Wetan 02 Pg.,Ciracas,Jakarta Timur,687,30,-6.347486,106.882675
SDN Cibubur 10 Pg.,Ciracas,Jakarta Timur,782,31,-6.353303,106.872498
SDN Cibubur 09 Pg.,Ciracas,Jakarta Timur,755,36,-6.353424,106.872673
SDN Malaka Jaya 01 Pg.,Duren Sawit,Jakarta Timur,612,26,-6.1633,106.735001
SDN Klender 12 Pg.,Duren Sawit,Jakarta Timur,290,13,-6.214246,106.897079
SDN Malaka Jaya 09,Duren Sawit,Jakarta Timur,346,19,-6.214707,106.935059
SDN Klender 06 Pg.,Duren Sawit,Jakarta Timur,658,26,-6.214884,106.899292
SDN Klender 01 Pg.,Duren Sawit,Jakarta Timur,689,25,-6.215463,106.897614
SDN Klender 21 Pg.,Duren Sawit,Jakarta Timur,423,20,-6.215714,106.908081
SDN Klender 13 Pg.,Duren Sawit,Jakarta Timur,421,18,-6.215776,106.907921
SDN Klender 22 Pg.,Duren Sawit,Jakarta Timur,408,18,-6.218247,106.920204
SDN Malaka Sari 03 Pg.,Duren Sawit,Jakarta Timur,598,26,-6.218798,106.928581
SDN Klender 03 Pg.,Duren Sawit,Jakarta Timur,409,21,-6.219038,106.924057
SDN Klender 14 Pg.,Duren Sawit,Jakarta Timur,296,13,-6.219745,106.906021
SDN Klender 10 Pg.,Duren Sawit,Jakarta Timur,350,15,-6.2199,106.9235
SDN Klender 16 Pg.,Duren Sawit,Jakarta Timur,302,13,-6.220229,106.905205
SDN Klender 15 Pg.,Duren Sawit,Jakarta Timur,281,12,-6.220309,106.905708
SDN Klender 20 Pg.,Duren Sawit,Jakarta Timur,299,15,-6.2204,106.905602
SDN Malaka Jaya 12 Pg.,Duren Sawit,Jakarta Timur,328,13,-6.221196,106.934715
SDN Malaka Jaya 10 Pg.,Duren Sawit,Jakarta Timur,528,23,-6.221281,106.933197
SDN Malaka Jaya 05 Pg.,Duren Sawit,Jakarta Timur,367,20,-6.221395,106.935623
SDN Klender 04 Pg.,Duren Sawit,Jakarta Timur,623,26,-6.222085,106.912163
SDN Duren Sawit 14 Pg.,Duren Sawit,Jakarta Barat,221,11,-6.222451,106.922348
SDN Malaka Jaya 06 Pg.,Duren Sawit,Jakarta Timur,349,13,-6.2234,106.934097
SDN Pondok Bambu 04,Duren Sawit,Jakarta Timur,718,28,-6.2235,106.896301
SDN Pondok Kopi 04 Pg.,Duren Sawit,Jakarta Timur,741,32,-6.223547,106.946518
SDN Malaka Sari 01 Pg.,Duren Sawit,Jakarta Timur,218,10,-6.2259,106.929703
SDN Pondok Bambu 14 Pg.,Duren Sawit,Jakarta Timur,297,13,-6.230972,106.912292
SDN Duren Sawit 15 Pg.,Duren Sawit,Jakarta Timur,303,16,-6.231105,106.909149
SDN Pondok Kopi 03 Pg.,Duren Sawit,Jakarta Timur,506,25,-6.232109,106.944351
SDN Pondok Bambu 10 Pg.,Duren Sawit,Jakarta Timur,270,13,-6.232159,106.908035
SDN Pondok Kopi 01 Pg.,Duren Sawit,Jakarta Timur,412,17,-6.233092,106.939621
SDN Pondok Kopi 07 Pg.,Duren Sawit,Jakarta Timur,400,17,-6.233424,106.938995
